660	564	436.78
676	600	511.79
651	568	444.76
707	561	459.47
675	556	457.67
689	552	481.72
706	562	474.54
677	600	473.52
711	596	479.97
674	572	478.47
701	604	477.33
650	555	455.42
684	583	487.60
678	567	472.67
676	557	480.83
704	558	440.62
684	617	524.13
693	550	472.50
697	578	508.37
700	579	516.80
687	558	458.57
654	614	590.16
664	542	545.44
664	558	458.00
675	555	463.54
662	532	401.21
652	555	437.34
697	588	532.63
655	546	437.36
667	539	417.73
649	588	494.06
694	598	513.60
698	570	477.24
682	587	508.97
657	571	464.89
693	522	427.72
810	654	640.44
720	578	492.18
818	642	739.40
840	656	757.72
773	621	658.54
779	651	620.49
735	640	592.82
702	630	557.35
737	539	484.43
797	650	663.17
726	620	600.40
663	537	505.75
740	607	458.05
673	594	541.46
