284154	267919	436.78
308650	314896	511.79
282681	294155	444.76
305259	311824	459.47
302712	299544	457.67
303153	296080	481.72
315108	313918	474.54
303617	301669	473.52
322694	315649	479.97
306223	302939	478.47
312948	321777	477.33
291215	285883	455.42
319140	315587	487.60
302779	295082	472.67
300323	293621	480.83
294218	291285	440.62
319728	314757	524.13
298384	300686	472.50
318119	303050	508.37
324136	333246	516.80
308226	323454	458.57
311285	310483	590.16
289543	294239	545.44
300442	289883	458.00
292452	296397	463.54
277071	277712	401.21
282786	287156	437.34
325549	325324	532.63
281968	285720	437.36
285587	285922	417.73
300228	303157	494.06
322170	314016	513.6
310445	304348	477.24
315290	321335	508.97
295270	301064	464.89
287071	293339	427.72
391037	381422	640.44
314268	309734	492.18
407875	411628	739.4
423295	420399	757.72
372064	375253	658.54
364697	360528	620.49
360943	345198	592.82
353444	335209	557.35
318249	312361	484.43
404439	401422	663.17
352843	352250	600.4
283980	273928	505.75
354773	348721	458.05
307926	310015	541.46
