637	556	436.78
694	586	511.79
646	561	444.76
694	567	459.47
676	591	457.67
699	533	481.72
712	576	474.54
669	572	473.52
697	600	479.97
679	599	478.47
706	586	477.33
655	562	455.42
682	595	487.60
653	599	472.67
662	576	480.83
672	543	440.62
675	607	524.13
684	578	472.50
673	589	508.37
720	622	516.80
701	617	458.57
648	597	590.16
658	597	545.44
680	569	458.00
657	591	463.54
665	545	401.21
643	586	437.34
703	613	532.63
659	566	437.36
674	548	417.73
655	612	494.06
678	608	513.60
707	575	477.24
709	607	508.97
704	580	464.89
710	545	427.72
775	634	640.44
709	576	492.18
834	654	739.40
845	661	757.72
773	629	658.54
748	603	620.49
728	645	592.82
718	612	557.35
752	544	484.43
800	649	663.17
734	614	600.40
664	553	505.75
746	615	458.05
677	585	541.46
