284154	436.78
308650	511.79
282681	444.76
305259	459.47
302712	457.67
303153	481.72
315108	474.54
303617	473.52
322694	479.97
306223	478.47
312948	477.33
291215	455.42
319140	487.60
302779	472.67
300323	480.83
294218	440.62
319728	524.13
298384	472.50
318119	508.37
324136	516.80
308226	458.57
311285	590.16
289543	545.44
300442	458.00
292452	463.54
277071	401.21
282786	437.34
325549	532.63
281968	437.36
285587	417.73
300228	494.06
322170	513.6
310445	477.24
315290	508.97
295270	464.89
287071	427.72
391037	640.44
314268	492.18
407875	739.4
423295	757.72
372064	658.54
364697	620.49
360943	592.82
353444	557.35
318249	484.43
404439	663.17
352843	600.4
283980	505.75
354773	458.05
307926	541.46
