285030.5	436.78
309555.0	511.79
283557.5	444.76
306165.5	459.47
303612.0	457.67
304059.0	481.72
316040.0	474.54
304515.5	473.52
323618.0	479.97
307143.5	478.47
313871.0	477.33
292100.5	455.42
320074.5	487.60
303677.5	472.67
301222.5	480.83
295117.0	440.62
320635.0	524.13
299287.5	472.50
319041.0	508.37
325086.0	516.80
309147.5	458.57
312194.5	590.16
290435.5	545.44
301357.5	458.00
293377.0	463.54
277945.5	401.21
283661.5	437.34
326499.5	532.63
282841.5	437.36
286470.5	417.73
301139.5	494.06
323093.0	513.60
311367.5	477.24
316228.0	508.97
296166.5	464.89
287978.0	427.72
392049.0	640.44
315177.5	492.18
408925.5	739.40
424359.0	757.72
373047.0	658.54
365678.0	620.49
361932.5	592.82
354423.5	557.35
319197.5	484.43
405502.5	663.17
353826.5	600.40
284868.5	505.75
355762.0	458.05
308838.0	541.46
