1998.150486	436.78
2125.932232	511.79
2066.996159	444.76
2155.020544	459.47
2095.589087	457.67
2086.493634	481.72
2134.660154	474.54
2117.363691	473.52
2178.944425	479.97
2122.015494	478.47
2199.388078	477.33
2047.706835	455.42
2158.133242	487.60
2065.04493	472.67
2047.790095	480.83
2056.025597	440.62
2139.28757	524.13
2089.24594	472.50
2097.346442	508.37
2241.211451	516.80
2167.128191	458.57
2135.380934	590.16
2092.358637	545.44
2067.831726	458.00
2098.375883	463.54
2013.464195	401.21
2040.71903	437.34
2199.589086	532.63
2039.790099	437.36
2045.221555	417.73
2116.802288	494.06
2135.973863	513.60
2132.317007	477.24
2192.015494	508.97
2147.630718	464.89
2105.932231	427.72
2379.914985	640.44
2122.601277	492.18
2478.223645	739.40
2525.637859	757.72
2318.483533	658.54
2312.861164	620.49
2258.525157	592.82
2226.157628	557.35
2224.961667	484.43
2426.424655	663.17
2286.317007	600.40
2019.890599	505.75
2301.04493	458.05
2156.760659	541.46
