268775.0	436.78
315804.5	511.79
295053.5	444.76
312754.5	459.47
300436.5	457.67
296981.0	481.72
314829.0	474.54
302581.5	473.52
316578.0	479.97
303838.5	478.47
322718.5	477.33
286761.5	455.42
316514.5	487.60
295955.5	472.67
294492.5	480.83
292180.5	440.62
315667.0	524.13
301574.5	472.50
303944.0	508.37
334193.5	516.80
324371.5	458.57
311413.0	590.16
295124.5	545.44
290761.0	458.00
297294.0	463.54
278574.0	401.21
288025.0	437.34
326268.5	532.63
286587.5	437.36
286800.5	417.73
304057.0	494.06
314926.0	513.60
305257.0	477.24
322269.5	508.97
301979.0	464.89
294237.5	427.72
382449.0	640.44
310634.0	492.18
412688.0	739.40
421482.5	757.72
376241.0	658.54
361531.0	620.49
346152.5	592.82
336158.5	557.35
313321.5	484.43
402459.0	663.17
353236.0	600.40
274787.0	505.75
349712.5	458.05
310938.5	541.46
