325456	342585	223.61
292818	299856	212.49
308248	319023	216.70
330242	348148	237.87
258536	266882	170.47
324243	333670	224.15
281514	299865	197.17
292763	300328	206.68
310381	317535	215.81
262452	267968	180.21
310246	324296	228.82
295091	297641	208.29
294691	303184	208.82
318046	322134	212.37
340940	351065	236.41
317143	322396	219.46
275108	285027	189.83
328042	348016	226.72
329161	338908	236.05
333618	343466	229.25
315626	319250	219.08
279182	293459	193.42
319838	331521	227.74
336852	345682	241.11
318909	345792	230.26
