331061	292388	223.61
286506	278465	212.49
288592	275875	216.70
330402	316257	237.87
245120	228948	170.47
313208	284946	224.15
294858	275440	197.17
286764	294084	206.68
307080	290297	215.81
252913	242640	180.21
310975	298449	228.82
298487	283127	208.29
290982	279591	208.82
293412	277945	212.37
335285	301268	236.41
305551	296431	219.46
264020	257961	189.83
327378	289115	226.72
320350	305919	236.05
321218	280371	229.25
303745	279978	219.08
274619	257976	193.42
321161	320820	227.74
336050	320512	241.11
329821	299468	230.26
